identifier,final_title,part_number,date,publisher,pubplace,County1,City1,CitySection1,County2,City2,CitySection2,County3,City3,CitySection3,County4,City4,CitySection4,County5,City5,CitySection5,County6,City6,CitySection6,County7,City7,CitySection7,County8,City8,CitySection8,County9,City9,CitySection9,County10,City10,CitySection10,County11,City11,CitySection11,County12,City12,CitySection12,County13,City13,CitySection13,County14,City14,CitySection14,County15,City15,CitySection15,County16,City16,CitySection16,County17,City17,CitySection17,County18,City18,CitySection18,County19,City19,CitySection19,County20,City20,CitySection20,streets,features
17v07p10,"Union, Beechview",Plate 10,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Union (Township),,Allegheny County (Pa.),Pittsburgh,Beechview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Liberty ave, Rutherford ave, Alverado ave, Napoleon ave, Canton ave, Graymore ave, Cagwin st, Alturia ave, Westinghouse ave, Curranhill ave, Milo st, Fairacres ave, Colebrook way, Cape May ave, Suburban ave, Cagwin st, Catalpa st, Kermit st, Brookside ave, Methyl ave, Sygan way, Crosby ave, Sunol way, Colebrook ave, Fallowfield ave, Ringwalt ave, Vodell st, Saranac ave, Lonergan way, Longmore ave, Dagmar ave, Kiralfy ave, Realty ave, Hampshire ave, Carnation ave, Tonopah ave, Lewis st, Coast ave, Belasco ave, Broadway, Millie st, Shiras ave, Los Angeles ave, Palm Beach ave, Pauline ave, Boustead st, Princess ave ","Steps, City Line, Steps, Steps, First German Evangelical Protestant Cemetery, "
17v07p11,"Union, Beechview, Banksville",Plate 11,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Union (Township),,Allegheny County (Pa.),Pittsburgh,Beechview,Allegheny County (Pa.),Pittsburgh,Banksville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wenzell way, Beverly pl, Tole ave, Denlin ave, Rye ave, Corn ave, Store ave, Church al, Stanley ave, Capitol ave, Pitt st, Potomac ave, Banksville ave, Carnahan ave, Younger ave, Ravine st, Coast ave, Crosby ave, Powers rd, Bella ave, Bazore way, Bazore st, Bensonia ave, Chappel ave, Kennebec ave, Texdale st, Fremont pl, Snyder ave, Beverly pl, Stanley ave, Ocean ave, Ordinance ave, Connecticut ave, Louisiana ave, Strachan ave, Dwight ave, Barley ave, New Haven ave, Philadelphia ave, Montpelier ave, Linden ave, Denlin ave, Snyder ave, Hayson ave, Dodds ave, Belt ave, Durham ave, La Salle ave, Saranac ave, Curranhill ave, Candace st, Crosby ave, West Liberty ave, Broadway, Los Angeles ave, Vodell st, Palm Beach ave, Brookline blvd, Templeton ave, Pauline ave, Brisbin st, Ray ave, Mackinaw ave, Shiras ave, Lonergan way, Plock way, Wenzell way, Narragansett st, Ordinance ave, Crosby ave, Graymore st, Louisiana ave, Connecticut ave, Boustead st, Lewis st, Curran ave, Kiralfy ave ","West Side Belt Railroad (Banksville Br) (Wabash Pittsburgh Terminal Railway), Little Saw Mill Run, Twp Line, Borough Line, City Line, City Line, Steps, Sewage Disposal Beds,"
17v07p12,"Ridgemont, West End, Westwood",Plate 12,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,Ridgemont,Allegheny County (Pa.),Pittsburgh,West End,Allegheny County (Pa.),Pittsburgh,Westwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costello st, Handy way, Steel ave, Jennings ave, Susannah way, Rapp way, Albany st, Abbs way, Oldson way, Ninetta way, Springfield st, Naomi way, Butternut way, Verna st, Chippewa st, Sugdon way, Hamburg st, Ida way, Vita way, Lowe st, Totten way, Cavett st, Savannah st, Burk way, Endless st, Camden st, Stowe way, Mutton way, Tucker st, Tucker way, New York st, Celsus way, Clave way, Rhode Island st, Behrens st, China st, Manchester way, Acoma st, Wabash st, McKnight st, Shaler st, Woodville ave, Banksville ave, Adolph st, Syracuse st, Mellinger st, Pompeii way, Adolph way, Crest way, Corinth st, Lohrman way, Valora st, Oberlin ave, Denison ave, Cornell ave, Washington ave, Hethlon st, Journal st, Castor st, Antelope st, Junius st, Independence st, Cones way, Lampe ave, Jerome st, Winamack st, Hill way, Effingham way, Kearns st, Endo way, Jerome st, Winona st, Lohrman way, Valora st, Hethlon st, Rambo way, Wittman st, Colescott st, Westchester st, Albertine ave, Coverdale st ","City Line, City Line, Center Line of Tunnel, Tunnel Portal, Wabash sq, Wabash - Pittsburgh Terminal Railway, Banksville Branch W S B Railroad, Ward Line, West Side Belt Railroad (Wabash Pittsburgh Terminal Railway), Saw Mill Run, Quarry, Little Saw Mill Run, Wall, Steps, Steps, Steps, Steps,"
17v07p13,"West End, Elliott, Crafton Heights, Westwood",Plate 13,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Pittsburgh,West End,Allegheny County (Pa.),Pittsburgh,Elliott,Allegheny County (Pa.),Pittsburgh,Crafton Heights,Allegheny,Pittsburgh,Westwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kerr way, Sparta st, Kerr st, Zion st, Dorset way, Mathias way, Lovelace st, Walbridge st, Knowlton way, Jericho way, Wabash st, Sedan way, Weaver st, McNeal way, Wettengel st, Pedrick way, Kearns st, Warden st, Gormley way, McCartney st, Freewalt st, Plank st, Lorenz ave, Bengal way, Wymore st, Independence st, Elbon way, Nye way, Mertz st, Mansfield ave, Noblestown rd, Phoenix st, Gelson st, Cratty st, Arnold st, Herschel st, Weston way, Neidel st, Elbon st, Hansen way, Hassler st, Zahniser st, Berdella st, Adel way, Hilton way, Hilton st, Stout way, Linnett way, Kildeer way, Mallard way, Lindsay st, Harker st, Amherst st, Middletown rd, Oswin st, Calcutta way, Crucible st, Princeton ave, Arnold rd, Main st S, Buttonwood st, Chestnut st , Steuben st, Noblestown rd, Cornell ave ","Steps, Steps, Steps, Steps, Wall, Steps, Steps, Saw Mill Run, Wall, Wall, Wall, Wall, Wall, Pittsburgh Railways Co, West End Park, City Line,"
17v07p14,"Chartiers, Elliott",Plate 14,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Chartiers (Township),,Allegheny County (Pa.),Pittsburgh,Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Navaho way, Ezra way, Advent st, Walbridge st, Main st S, Finch st, Marlow st, Parnassus way, Herndon st, Wilna way, Bucyrus st, Rudolph st, Azalia st, Ramona st, Lakewood ave, Ernie ave, Alaric st, Lander st, Elliot st, Wabash st, Alexander st, Mill st, Steuben st, Planet st, Crucible st, Ester way, Fredonia way, Angle st, Janewood way, Comstock way, Fairview st, Quaker way, Balfour st, Violet way, Marena st, Llewellyn ave, Campau st, Pine Rue ave, Pollard way, Paula way, Elkton st, Reva way, Cameron way, Valonia st, Linhart st, Plover way, Strahley pl, Avoca way, Averilla way, Quinton st, Uvilla st, Wyanet way, Wilhelm st, Astor way, Gibson st, Leona st, Palo way, Corfu way, Fredonia st, Attica st, Furley st, Fenton way, Valier way, Carson st W, Centre ave, Oak ave, St Clair st, Ainsworth st, Corfu st, Chartiers ave, Rue Grand ave, Lakewood (Love) ave, Heldon ave, (Love) Lakewood ave, Werder ave, Beck ave, Kosster ave, St Martins st, Valley Rue, Payne way, Lorenz ave, Amherst st ","West Side Belt Railway, Steps, Steps, Steps, Steps, Steps, Steps, Pittsburgh, Cincinnati, Chicago & St. Louis Railway (Pennsylvania Railroad), Wall, Steps, Steps, Steps, Steps, St. Martin's Roman Catholic Cemetery, Wall, Wall, Wall, Wall, Harbor Line, West Side Belt Railroad (Wabash Pittsburgh Terminal Railway Co), Pittsburgh &"
17v07p15,"Chartiers, Elliott, Sheraden, Esplen",Plate 15,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Chartiers (Township),,Allegheny County (Pa.),Pittsburgh,Elliott,Allegheny County (Pa.),Pittsburgh,Sheraden,Allegheny,Pittsburgh,Esplen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nora al, School al, Howard st, Llewellyn ave, Hunt st, Eboda way, Sacramento ave, Carson st W, Writt way, George st, Stafford st, Wyatt way, Merwyn ave, Narcissus ave, Hammond st, Wyckoff ave, Brevet way, Brooch way, Otterson st, Glasgow st, Washburn st, Powell st, Telford st, Edgecliff st, Glen Mawr ave, Castalia st, Naples ave, Rochelle st, Robert st, Conestoga st, Peach al, Short st, Chartiers ave, Rue Grand ave, Lakewood (Love) ave, Main st, Stevenson st, Valley Rue, Converse st, Calumet st, Parson st, Zephyr ave, Margaret al, Milford st, Bergman st, Corliss st, Danley st, Rudd st, Locust al, Esther al, Adena st, Mansion al, Fronona way, Albert al, Elizabeth al, Wyatt way, Merwyn ave, Brevet way, Glen Mawr ave, Brooch way, Zephyr ave, Violet st, William al ","Steps, Pittsburgh, Cincinnati, Chicago & St. Louis Railway (Pennsylvania Railroad), (Pennsylvania Railroad) Ohio Connecting Railway, Steps, Steps, Steps, Wall, Tunnel, Harbor Line, Tunnel, Wall, Pittsburgh & Lake Erie Railroad (New York Central & Hudson River Railroad), Pittsburgh, Cincinnati, Chicago & St. Louis Railway (Pennsylvania Railroad), Wall, Wall, Wall,"
17v07p16,"Chartiers, Sheraden, Esplen",Plate 16,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Chartiers (Township),,Allegheny County (Pa.),Pittsburgh,Sheraden,Allegheny County (Pa.),Pittsburgh,Esplen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radcliffe st, Caledonia way, Oregon st, Bixby way, Walcott st, Sloan way, Babylon way, Narcissus ave, George st, Stafford st, McKee st, Sacramento ave, Bagdad way, Eboda way, Calumet st, Naples ave, Telford st, Powell st, Lincoln ave, Carson st W, Carson st W, Chartiers ave, Furnace st, Linden st, Writt way, Sanford ave, Narrow way, David ave, Paulding st, Paulding ave, Strickler st, Joslyn st, Stadium st, Glasgow ave, Brunot ave, Saratoga st, Harrison way, Earl st, Fernwood st, Frustum st, Esplen way, Sloan st, Front way, Florien st, Maple way, Tabor st, Hollydale way, Sagamore st, Esplen st, Gilroy st, Saginaw st, Christy st, Motor st, Borden way, Menges st, Slope st, Almira way, Hammond st, Landis st, Bergman st, Bostwick st, Boulder way, Wyancote st, Witt way, Ashlyn st, Thornton st, Minton st, Sherwood ave, Brutus way","Borough Line, Steps, Ohio Connecting Railway (Pennsylvania Railroad), Steps, Steps, Steps, Steps, Steps, City Line, Ohio Connecting Railway, Pittsburgh & Lake Erie Railroad (New York Central & Hudson River Railroad), Wall, Ohio Connecting Railway, Harbor Line, Chartiers Creek, Tunnel, Wall, Wall, Wall, Wall,"
17v07p17,"Chartiers, Sheraden",Plate 17,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Chartiers (Township),,Allegheny County (Pa.),Pittsburgh,Sheraden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartley st, Heiner way, Canopolis st, Clever way, Francisco, French way, Chetopa st, Emporia st, Hillsboro st, Jean st, Tress way, Tyndall st, Landis st, Slope st, Thornton st, Sherwood ave, Turbett st, Newcomer st, Berry st, Wyncotte st, Lanpark st, Ditzler st, Robina st, Hutton ave, Kidd way, Citadel st, Sorg way, Redmond way, Swift way, Binney way, Brother way, Sister way, Mozart st, Surban ave, Caruso way, Colwyn st, Arletta way, Almira way, Ashlyn st, Moyer st, Aerial way, Oetting st, Arena way, Huxley st, Aschenez st, Stroud way, Bergman st, Bellevoir way, Ellopia st, Ashtola way, Tweed st, Apex way, Criss st, Lundy st, Allendorf st, Universal st, Allendale st, Chartiers ave, Berry st, Faust st, Fuller way, Hoover st, Vania way, Mutual st, Sutherland st, Stanhope st, Arkana way, Pritchard st, Humphrey st, Fairdale st, Furman way, Faulkner st, Trout way, Vinton st, Kelvin st, Acker way, Acasto way, Frankfort st ","Steps, Steps, Poale Zedeck Cemetery, Boardwalk, Pittsburgh Cincinnati Chicago& St. Louis Railway (Pennsylvania Railroad), Steps, Steps, Playgrounds, Ohio Connecting Railway (Pennsylvania Railroad), Steps, Steps, Chartiers Creek, City Line, Tunnel, Tunnel Portal, Wall, Wall, Steps,"
17v07p18,"Chartiers, Windgap, Chartiers City, Sheraden, Ingram",Plate 18,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Chartiers (Township),,Allegheny County (Pa.),Pittsburgh,Windgap,Allegheny County (Pa.),Pittsburgh,Chartiers City,Allegheny,Pittsburgh,Sheraden,Allegheny County (Pa.),Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rose al, Harrisburg st, Kedzie st, Evanston st, Swantek st, Shady st, Clearfield st, Emmaline st, Mignon al, Andrew st, Broadhead Fording, Lagoda st, Horne st, Jeffers st, Beechwood st, Oltman st, Hass st, Gilrin way, Orator st, Creve way, Idabel st, Pickett way, Kurtz st, Krupp st, Nero way, Centralia st, Isoline st, Alora way, Erie ave, Celina way, Vedas way, Ladley way, Margaret st, School (Reise ln) st, Zela way, Wynett st, Prosser way, Peach al, Ladoga st, Nakomis st, Ancora way, Thayer st, Thayer way, Tuxedo st, Mary st, Marion st, Orchard st, Pilgrim st, Plum al, Cream way, Berry st, Highland ave, Woodlawn ave, Mutual st, Pritchard st, Faulkner st, Eliska st, Ramsey st, Eyre way, Lenora st, Frankfort st, Belhurst ave, Michigan ave, Warble st, Chartiers ave, Taft ave, School st, Wallace st, Everett st, Ashtola way, Allendale st, Kelvin st, Petty way, Bowser way, Avis way, Fadette st, Fiscal way, Faronia st, Fire way, Middletown rd, Lagoda way, Acasto way, Beech st, Pinney way, Catherine st, Cherry st, Huron ave, Wind Gap ave, Bartlett al, Hall ave, Sickle al, Maple way, Grape al, Scully rd, Overly st, Merle st, Harlow st, Youghiogheny ave, Hogans al, Middletown (Superior st) rd, Berry st, Phillip st, Ridge ave, Morris ave ","Scully Yard, Steps, Well, Steps, Steps, Steps, Well, Sewer, Boardwalk, Pittsburgh, Chartiers & Youghiogheny Railway (Pennsylvania Railroad) (Main Tracks), Pittsburgh, Chartiers & Youghiogheny Railway & Ohio Connecting Railway, Ohio Connecting Railway (Pennsylvania Railroad) Duff Br, Chartiers Creek, Well, Pittsburgh, Chartiers & Youghiogheny Railway, Wall, Well, Foot Bridge"
17v07p19,"Ingram, Sheraden, Crafton Heights",Plate 19,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Ingram,,Allegheny County (Pa.),Pittsburgh,Sheraden,Allegheny County (Pa.),Pittsburgh,Crafton Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbine ave, St Clair st, Stratford ave, Luray ave, Charlton st, Briscoe st, Kevlan st, Elm st, Fire way, Middletown rd, Montclair ave, Oakdene ave, Earle ave, Oliffe (Orchard) st, Felix ave, Grant ave, Obey ave, Coey way, Leona ave, Arnold rd, Willett st, Loraine st, Meadow ave, Lemon st, Woodland blvd, Sylvania ave, Roland ave, Greenway dr, Toledo st, Fusion st, Municipal st, Swaney st, Moss way, Litchfield st, Anoka way, Straka st, Andall way, Swentzell st, Rugby ave, Frontenac st, Northfield ave, Merryfield st, Midfield st, Taylor ave, Condon way, Sanborn st, Shirley way, Shirley st, Schenley st, Latimer st, Erie way, Allyn way, Garfield ave, Fairmount ave, Orchard st, Fierro way, Frost way, Woodland ave, Mutual st, Walnut st, Joseph st, Tyndall st, Hodgson ave, Tress way, Ohio st, Elm st, Vinton st, Chartiers ave, Bergman st, Tunnel ave, Charlton st, Peach al, Stanley st, Briar way, Weaver way, Marshall st, Fairston st, City way, Berry st, Oliffe st, Du Bois st, Hillsboro st, Cana way, Maple ave, Idola st, Idola way, Stratford ave, Belmont ave, Norwood ave, Steuben st, Bridgely way, Reese st, Robert st, Short st, Evans ave, Llewellyn ave, Popular st, Wood st, Rebecca st, Beatty st ","Bridge, Wall, Line of Tunnel, Pittsburgh, Cincinnati, Chicago & St. Louis Railway (Pennsylvania Railroad), Steps, Wall, Borough Line, Tunnel Portal, Tunnel, Steps, Wall,"
17v07p20,"Chartiers, Fairywood, Ingram ",Plate 20,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Chartiers (Township),,Allegheny County (Pa.),Pittsburgh,Fairywood,Allegheny County (Pa.),Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mary st, Wilson st, Peach al, Catherine st, Locust st, Orchard st, Hawthorne st, Cobb ave, Mignon al, Emmaline st, Rose al, Lenora st, Plum al, George st, Linwood ave, Evans ave, Violet st, Schley ave, Division way, Knox st, Overhill, Parke ave, Noll ave, Ingram ave, Sampson ave, Linden ave, Warren ave, Maple ave, Hughes st, Greenwood ave, Victory pl, Afton ave, Creek rd, Elm way, Longworth ave, Oak way, Shields ave, Pine way, Ridge (Prospect) ave, Darlington ave, Ridge (Backbone rd) ave, Steuben ave W, McCormick ave, Glenn st, Duncan ave, Ingram ave, Spring rd, Eric way, Rose st, Elizabeth st, Scully rd, Von Bonnhorst st, Watkins st, Woodmere ave, Linden ln, Maple way, Ridge (Prospect) ave, Broadhead Fording rd, Escola st, Andrews st, Kewton ave, Ash way, Viola way, Ewing st ","Chartiers Creek, Pittsburgh, Chartiers & Youghiogheny Railway and Ohio Connecting Railway (Pittsburgh, Chartiers & Youghiogheny Railway), Steps, Scully Yard, Borough Line, Borough Line, Well, Well, Well, Well, Well, Borough Line,"
17v07p21,"Chartiers, Ingram, Crafton, Crafton Heights",Plate 21,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Ingram,,Allegheny County (Pa.),Crafton,,Allegheny County (Pa.),Chartiers (Township),,Allegheny,Pittsburgh,Crafton Heights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbine ave, Elm st, Stanley st, Berry st, Hodgson ave, Rugby ave, Wind Gap ave, Renfrew al, Renfrew st, McFerren st, Marshall st, Dallas ave, Stowe st, Center ave, Tunnel st, McKee st, Prospect ave, Catharine st, Vulcan way, Sidney st, Alice st, Mildred st, Lyons st, Division st, Station st, Crafton ave, Angle way, Bradford ave, Union ave, Rogers ave, White ave, Mary st, Race ave, Locust al, Arc al, Sarah st, Ridge ave, Josephine st, Prince al, Lawson ave, Short al, Spring al, West View Promenade, Lincoln ave, Oregon ave, Motor al, Cherry al, Spring al, Noble ave, Dewey ave, Barr ave, Crotzer ave, Keever ave, Harris ave, Willard st, Crafton ave E, Maplewood ave, Orange al, Chestnut st, McMunn ave, Walnut st, John st, Underhill st, Bloomer st, Ridge ave E, Chestnut al, Mueller ave, Oak al, Bridge ave, Elmwood ave, Center al, Dinsmore ave, Haldane ave, Franklin al, Nancy al, Florence al, Columbia pl, Oakdene ave, Belmont ave, Montclair ave, Highland ave, Noblestown rd, Glenn st, Steuben ave W, Roland ave, Duncan ave, Felix ave, Leslie st, Vine al, Hill al, Valley st, Wheeler ave, Melrose ave, Miles ave, Stanley ave, Bridge st, Afton ave, Noll ave, Dale al, Sterling st, Luray ave, Steuben st, Stratford ave, Linden ave, Sampson ave, Schley ave, Earle ave, Ingram ave, Chapman st, Clarendon ave, Mary ave, Jones st, Pine al, Ridenour ave, Union ave, Little al, Briar al, Short st, Evans ave, Emily st N, Foster st, S Evans ave, Walsh rd, S Sampson ave, Linden ave, Crafton ave W, Belvedere st, Oak al, Belvidere st, Thomas st, Coulter st, Richmond st, Linwood ave N, Steuben ave E, Dakota st, Montana st, Nevada st, Cross st, Stanwood st, Terrace al, Rose al, Steuben st, Verner ave, Broadhead ave, Mackin ave, Duff al, Cliff st, Foster st, S Evans ave, Walsh rd, S Sampson ave, Willow st, Clarendon ave, Keever ave, Harris ave, Marlow ave, Mueller ave, Crotzer ave, Crafton ave, Dinsmore ave, Ridenour ave, Clinton ave, Hewitt st ","Steps, Steps, Wall, Wall, Sewer, Steps, Steps, Steps, Steps, Roman Catholic Cemetery, Borough Line, Steps, Borough Line, Tunnel Portal, Wall,"
17v07p22,"Crafton, Chartiers, Westwood",Plate 22,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Crafton,,Allegheny County (Pa.),Chartiers (Township),,Allegheny County (Pa.),Pittsburgh,Westwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis ave, Kemp st, Neven ave, Chess st, Kearns ave, Walnut st, Poplar st, Hampton ave, Herbert ave, Breeze al, Edwards ave, Linden al, Idabelle st, Johnston al, Stanley ave, Marion ln, Dean ave, Humbert al, Grace st, Princeton ave, Loretto st, Perrine ave, Union al, Marlow ave, Willard ave, Harris ave, Keever ave, Crotzer ave, Cambridge ave, Dinsmore ave, Denison ave, Obey ave, Hall ave, Grace ave, Grace ave, Crafton ave, Sterrett st, Chess st, Willard ave, Underhill st, Crafton ave, Ridge ave E, Barr ave, Harris ave, Mueller ave, Ridge ave, Crotzer ave, Rush al, Amherst ave, Pennsylvania ave, Roedler al, Noblestown rd, Brown ave, Mansfield ave, Oxford ave, Columbia ave, Shady blvd, Harvard ave, Kenyon ave, Lehigh ave, Yale ave, Hethlon st, Chartiers ave, Lohrman al, Jerome st, Valora st, Arnold st, Clyde al, Coverdale st, Hethlon st, Cornell ave, Oberlin ave, Valora st, Behrens st ","City Line, City Farm, Borough Line, Borough Line, Borough Line, Borough Line, Center Line of Tunnel, Tunnel Portal, Pittsburgh Railways Co, Borough Line, Wabash - Pittsburgh Terminal Railway,"
17v07p23,"Green Tree, Union, Banksville, Ridgemont, Beechview",Plate 23,1917,G.M. Hopkins,Philadelphia,Allegheny County (Pa.),Green Tree,,Allegheny County (Pa.),Union (Township),,Allegheny County (Pa.),Pittsburgh,Banksville,Allegheny,Pittsburgh,Ridgemont,Allegheny County (Pa.),Pittsburgh,Beechview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden st, Tropical ave, Syracuse st, Washington ave, McMonagle ave, Lebanon st, Allender ave, Kirsopp ave, Banksville rd, McKinney ln, Fink rd, McMonagle ave, Idabella st, Grace ave, Steen st, Risby ave, Gladys ave, Union ave, Savannah st, Morange ln, Maple ave, Walnut st, Poplar st, School st, Johnson ave, May ave, Gibson ave, Rothesay ave, Hanover pl, Kenmore pl, Hawthorne ave, McKinney ln, Western ave, Mansfield ave, Elm st, Manilla ave, North ave, Fleming ave, Center ave, Holmes ave, Short st, Brenford ave, Creighton ave, Springfield st, Mary st, Brunswick pl, Edwards ave, Washington ave, Willow ave, Hamburg st, Crane ave, Banksville ave, Baldwin ave, Neven ave, Crane ave, Washington ave, Noblestown rd, Chappel ave, Noblestown ave, Greenmont ave, Lebanon st, Morange ave, Glencoe ave, Bulford ave, Rhodes ave, Park way, Summit st, Carnahan ave, Glenn st, Banksville ave, Potomac ave, Hayson ave ","Little Saw Mill Run, Rook Yard, Wabash Pittsburgh Terminal Railway, Center Line of Greentree Tunnel, West Side Belt Railroad (Banksville Br) Wabash Pittsburgh Terminal Railway, German Evan Protestant Cemetery, Russian Orthodox Greek Catholic Cemetery, W M E Cemetery, Wabash Pittsburgh Terminal Railway, Little Saw Mill Run, West Side Belt Railroad (Banksville Br"
